,@preprocessor,bootstrap,criterion,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,group,score
9859,"['DualImputer', 'PCA']",False,gini,8,0.05,8,12,512,41,0.9298167092924124
9860,"['DualImputer', 'OneHotEncoder']",True,entropy,9,0.15000000000000002,5,14,16,41,0.9152600170502984
9861,"['DualImputer', 'OneHotEncoder']",True,entropy,NoneType,0.05,5,4,64,41,0.9063086104006819
9862,DualImputer,False,entropy,9,0.1,5,13,512,41,0.9385763000852515
9863,DualImputer,False,gini,8,0.1,8,15,256,41,0.9122122762148338
9864,DualImputer,True,gini,10,0.05,2,19,16,41,0.8844842284739982
9865,DualImputer,False,entropy,10,0.15000000000000002,8,13,8,41,0.9078218243819265
9866,"['DualImputer', 'PCA']",False,entropy,NoneType,0.05,7,7,128,41,0.9283674339300937
9867,"['DualImputer', 'PCA']",False,entropy,10,0.05,11,9,128,41,0.9152173913043479
9868,"['DualImputer', 'OneHotEncoder']",False,gini,8,0.1,7,2,16,41,0.9180520034100598
9869,"['DualImputer', 'PCA']",True,entropy,11,0.05,1,4,8,41,0.8259590792838875
9870,"['DualImputer', 'PCA']",True,gini,NoneType,0.05,8,7,256,41,0.9137681159420289
9871,DualImputer,True,gini,NoneType,0.25,5,12,16,41,0.920993179880648
9872,"['DualImputer', 'PCA']",True,entropy,8,0.05,4,15,512,41,0.9269181585677748
9873,"['DualImputer', 'PCA']",True,entropy,12,0.3,5,5,512,41,0.9268755328218242
9874,"['DualImputer', 'PCA']",False,gini,12,0.35000000000000003,13,6,16,41,0.9019607843137255
9875,"['DualImputer', 'OneHotEncoder']",False,entropy,8,0.15000000000000002,18,5,32,41,0.8682651321398124
9876,DualImputer,True,gini,10,0.05,4,19,512,41,0.8873614663256607
9877,DualImputer,False,gini,12,0.05,11,5,128,41,0.8406010230179028
9878,"['DualImputer', 'PCA']",True,gini,8,0.05,6,4,128,41,0.9239769820971866
9879,"['DualImputer', 'OneHotEncoder']",False,gini,9,0.05,4,7,16,41,0.9063938618925832
9880,DualImputer,False,gini,8,0.35000000000000003,5,19,16,41,0.929774083546462
9881,DualImputer,False,gini,12,0.1,3,12,64,41,0.9459079283887467
9882,DualImputer,False,gini,12,0.15000000000000002,6,20,256,41,0.9385763000852514
9883,DualImputer,False,entropy,8,0.35000000000000003,5,7,512,41,0.9400895140664961
9884,"['DualImputer', 'PCA']",True,gini,9,0.05,7,7,16,41,0.8316922421142369
9885,"['DualImputer', 'OneHotEncoder']",False,entropy,10,0.05,11,20,512,41,0.8800298380221655
9886,"['DualImputer', 'PCA']",True,gini,8,0.05,1,12,8,41,0.7937127024722932
9887,"['DualImputer', 'PCA']",True,entropy,11,0.05,1,20,32,41,0.8786018755328218
9888,NoneType,False,gini,NoneType,0.15000000000000002,4,2,128,32,0.9898113987922906
9889,DualImputer,True,entropy,8,0.1,2,10,512,41,0.9429880647911337
9890,NoneType,False,entropy,8,0.05,18,15,16,32,0.9576081561750351
9891,NoneType,True,gini,12,0.45,1,3,256,32,0.9899938787327324
9892,NoneType,False,entropy,8,0.45,4,4,32,32,0.9803507320704773
9893,NoneType,False,entropy,8,0.45,19,18,16,32,0.9748010588137976
9894,PCA,True,entropy,11,0.45,19,19,8,32,0.9587882372404666
9895,PCA,False,gini,NoneType,0.05,15,20,64,32,0.9788027959301845
9896,NoneType,False,entropy,NoneType,0.45,1,17,16,32,0.9872641244106213
9897,PCA,True,entropy,8,0.45,1,5,8,32,0.9694322938208287
9898,NoneType,False,gini,NoneType,0.4,9,19,32,32,0.9870825543882867
9899,NoneType,True,entropy,10,0.45,20,20,512,32,0.9772579204235254
9900,PCA,False,gini,NoneType,0.05,20,3,512,32,0.9774387459674084
9901,PCA,False,entropy,10,0.2,13,4,32,32,0.9803493258334022
9902,PCA,False,gini,11,0.35000000000000003,20,3,512,32,0.9786211431880222
9903,PCA,False,entropy,12,0.45,1,9,32,32,0.9859895773016791
9904,NoneType,False,entropy,8,0.45,3,13,8,32,0.9755291587393498
9905,NoneType,False,entropy,NoneType,0.25,2,6,16,32,0.9901756141947224
9906,NoneType,False,gini,8,0.05,20,3,16,32,0.9495108776573746
9907,NoneType,False,entropy,10,0.45,3,20,512,32,0.9884467697907187
9908,"['DualImputer', 'PCA']",False,entropy,11,0.45,16,10,64,41,0.9034739982949702
9909,"['DualImputer', 'PCA']",True,entropy,8,0.35000000000000003,14,14,16,41,0.8830136402387042
9910,"['DualImputer', 'PCA']",True,gini,NoneType,0.45,2,19,32,41,0.9239556692242115
9911,DualImputer,True,entropy,8,0.3,12,8,8,41,0.8624893435635123
9912,DualImputer,False,gini,12,0.25,12,14,256,41,0.9209505541346974
9913,"['DualImputer', 'PCA']",True,entropy,NoneType,0.25,18,8,512,41,0.8756606990622338
9914,"['DualImputer', 'OneHotEncoder']",False,gini,11,0.25,19,3,128,41,0.8785805626598465
9915,DualImputer,False,entropy,9,0.05,4,2,64,41,0.9079070758738277
9916,DualImputer,True,gini,11,0.45,15,16,256,41,0.8623614663256609
9917,DualImputer,False,gini,10,0.1,15,8,512,41,0.8683503836317137
9918,"['DualImputer', 'PCA']",True,entropy,9,0.3,2,15,512,41,0.9283461210571184
9919,"['DualImputer', 'OneHotEncoder']",True,entropy,12,0.3,14,17,16,41,0.8507459505541346
9920,"['DualImputer', 'OneHotEncoder']",True,entropy,10,0.1,18,7,512,41,0.8362318840579711
9921,"['DualImputer', 'OneHotEncoder']",True,entropy,9,0.4,18,12,512,41,0.8332054560954816
9922,"['DualImputer', 'PCA']",True,entropy,10,0.3,14,16,32,41,0.8874254049445867
9923,NoneType,False,entropy,12,0.2,1,16,32,32,0.9886285052527093
9924,DualImputer,False,gini,8,0.15000000000000002,17,5,64,41,0.8873401534526855
9925,DualImputer,True,gini,12,0.25,4,17,32,41,0.929774083546462
9926,DualImputer,True,entropy,8,0.2,11,6,16,41,0.8609121909633419
9927,"['DualImputer', 'PCA']",False,gini,10,0.3,11,18,64,41,0.9268755328218242
9928,"['DualImputer', 'OneHotEncoder']",True,entropy,12,0.3,18,11,16,41,0.8303921568627451
9929,"['DualImputer', 'PCA']",True,entropy,9,0.35000000000000003,9,3,16,41,0.9049445865302642
9930,"['DualImputer', 'OneHotEncoder']",False,gini,8,0.25,14,16,128,41,0.9049445865302644
9931,"['DualImputer', 'PCA']",False,gini,9,0.05,11,20,512,41,0.9210571184995736
9932,"['DualImputer', 'PCA']",True,entropy,8,0.25,15,17,256,41,0.8961423699914748
9933,DualImputer,True,gini,10,0.05,3,10,16,41,0.8653239556692242
9934,"['DualImputer', 'PCA']",True,gini,9,0.3,18,14,16,41,0.834697357203751
9935,"['DualImputer', 'PCA']",True,entropy,8,0.35000000000000003,19,19,8,41,0.8229539641943735
9936,DualImputer,False,entropy,12,0.35000000000000003,14,6,64,41,0.9122122762148337
9937,"['DualImputer', 'OneHotEncoder']",False,gini,8,0.35000000000000003,13,18,32,41,0.9034526854219948
9938,"['DualImputer', 'OneHotEncoder']",False,gini,9,0.15000000000000002,12,15,128,41,0.9106990622335891
9939,"['DualImputer', 'PCA']",True,gini,12,0.4,19,7,16,41,0.8375106564364876
9940,NoneType,True,gini,10,0.05,1,10,64,32,0.9764394904458598
9941,PCA,False,entropy,10,0.45,1,7,512,32,0.0
9942,"['DualImputer', 'PCA']",False,gini,12,0.15000000000000002,13,14,8,41,0.8741474850809888
9943,DualImputer,True,entropy,12,0.25,11,4,128,41,0.8990622335890877
9944,"['DualImputer', 'OneHotEncoder']",False,gini,11,0.1,10,2,32,41,0.9063512361466326
9945,"['DualImputer', 'PCA']",False,entropy,NoneType,0.1,1,15,256,41,0.9385976129582267
9946,DualImputer,False,entropy,8,0.35000000000000003,13,16,16,41,0.9137254901960784
9947,DualImputer,True,entropy,11,0.35000000000000003,17,11,16,41,0.8156436487638533
9948,"['DualImputer', 'PCA']",True,entropy,10,0.15000000000000002,9,4,32,41,0.9063725490196077
9949,"['DualImputer', 'PCA']",True,gini,9,0.2,5,3,512,41,0.9342284739982949
9950,DualImputer,False,entropy,12,0.25,9,14,512,41,0.9268755328218242
9951,"['DualImputer', 'PCA']",False,gini,11,0.1,16,18,512,41,0.9210571184995737
9952,"['DualImputer', 'PCA']",True,entropy,11,0.45,1,12,64,41,0.9166666666666666
9953,DualImputer,True,gini,9,0.35000000000000003,8,12,8,41,0.894607843137255
9954,"['DualImputer', 'PCA']",True,entropy,12,0.4,20,2,128,41,0.8508951406649616
9955,"['DualImputer', 'OneHotEncoder']",True,entropy,12,0.3,8,8,64,41,0.9050085251491901
9956,DualImputer,False,entropy,11,0.2,8,17,8,41,0.9137468030690536
9957,DualImputer,True,gini,10,0.15000000000000002,20,7,256,41,0.7688192668371696
9958,"['DualImputer', 'PCA']",False,entropy,11,0.45,4,4,256,41,0.9312659846547314
9959,"['DualImputer', 'PCA']",False,entropy,10,0.4,8,8,256,41,0.9195865302642796
9960,DualImputer,False,entropy,10,0.2,12,13,512,41,0.923934356351236
9961,"['DualImputer', 'PCA']",False,entropy,9,0.35000000000000003,8,13,512,41,0.9239556692242112
9962,"['DualImputer', 'PCA']",True,entropy,10,0.15000000000000002,4,11,256,41,0.9327365728900254
9963,DualImputer,False,gini,9,0.3,14,13,32,41,0.9092284739982949
9964,"['DualImputer', 'PCA']",False,gini,12,0.1,8,14,128,41,0.9415814151747653
9965,"['DualImputer', 'PCA']",False,entropy,NoneType,0.1,6,12,256,41,0.9385976129582266
9966,"['DualImputer', 'OneHotEncoder']",True,gini,10,0.05,2,9,512,41,0.9269607843137255
9967,DualImputer,True,entropy,NoneType,0.45,4,2,64,41,0.9327365728900257
9968,"['DualImputer', 'OneHotEncoder']",True,gini,11,0.05,19,20,16,41,0.7161125319693096
9969,"['DualImputer', 'PCA']",False,entropy,8,0.15000000000000002,8,5,512,41,0.9400682011935209
9970,DualImputer,True,gini,11,0.4,1,12,8,41,0.9386402387041773
9971,DualImputer,True,entropy,11,0.05,3,5,512,41,0.9224424552429668
9972,"['DualImputer', 'PCA']",True,entropy,9,0.25,3,14,128,41,0.9254262574595055
9973,DualImputer,False,gini,12,0.15000000000000002,9,9,32,41,0.9298167092924127
9974,"['DualImputer', 'PCA']",False,gini,9,0.1,6,9,8,41,0.9137468030690539
9975,"['DualImputer', 'PCA']",False,entropy,9,0.05,1,16,512,41,0.9327578857630009
9976,"['DualImputer', 'PCA']",True,gini,12,0.35000000000000003,1,7,16,41,0.9342071611253197
9977,"['DualImputer', 'PCA']",True,entropy,8,0.05,3,16,128,41,0.923998294970162
9978,"['DualImputer', 'PCA']",False,entropy,NoneType,0.05,9,20,512,41,0.9327578857630009
9979,"['DualImputer', 'PCA']",False,entropy,8,0.05,10,13,512,41,0.9239556692242112
9980,"['DualImputer', 'OneHotEncoder']",False,gini,9,0.15000000000000002,14,20,64,41,0.8975703324808183
9981,DualImputer,False,entropy,10,0.4,6,16,64,41,0.9371270247229326
9982,"['DualImputer', 'PCA']",True,gini,8,0.1,1,15,8,41,0.8609548167092924
9983,DualImputer,False,gini,8,0.05,1,17,32,41,0.9152173913043479
9984,DualImputer,True,entropy,8,0.1,1,17,32,41,0.929859335038363
9985,DualImputer,False,entropy,10,0.1,1,15,16,41,0.9342924126172207
9986,DualImputer,False,gini,8,0.45,6,16,8,41,0.937084398976982
9987,"['DualImputer', 'OneHotEncoder']",True,gini,11,0.45,1,4,8,41,0.9224850809889172
9988,DualImputer,True,entropy,8,0.25,1,2,8,41,0.9371696504688831
9989,"['DualImputer', 'OneHotEncoder']",False,entropy,12,0.05,4,13,16,41,0.919543904518329
9990,"['DualImputer', 'PCA']",True,entropy,11,0.1,1,17,16,41,0.907843137254902
9991,DualImputer,True,gini,NoneType,0.05,2,7,64,41,0.9298380221653879
9992,"['DualImputer', 'OneHotEncoder']",False,gini,8,0.05,1,12,8,41,0.8976555839727194
9993,"['DualImputer', 'PCA']",True,gini,9,0.05,6,4,512,41,0.9268968456947995
9994,"['DualImputer', 'PCA']",True,gini,8,0.1,1,12,64,41,0.9342710997442454
9995,"['DualImputer', 'PCA']",True,gini,9,0.4,3,7,8,41,0.9151747655583972
9996,"['DualImputer', 'PCA']",False,entropy,8,0.05,7,7,512,41,0.9283887468030689
9997,"['DualImputer', 'PCA']",True,entropy,9,0.25,11,7,16,41,0.8917092924126171
9998,DualImputer,False,gini,NoneType,0.05,2,17,512,41,0.9341858482523444
9999,DualImputer,True,gini,NoneType,0.4,6,10,32,41,0.922463768115942
10000,DualImputer,False,entropy,8,0.05,7,15,64,41,0.8756606990622335
10001,"['DualImputer', 'PCA']",False,gini,8,0.05,1,5,512,41,0.9386189258312021
10002,"['DualImputer', 'PCA']",False,gini,11,0.05,10,8,512,41,0.9312659846547314
10003,"['DualImputer', 'OneHotEncoder']",False,entropy,9,0.2,2,16,8,41,0.9181159420289854
10004,"['DualImputer', 'PCA']",False,entropy,11,0.05,5,8,64,41,0.9225063938618925
10005,"['DualImputer', 'PCA']",True,entropy,9,0.05,7,20,512,41,0.9034953111679453
10006,DualImputer,False,entropy,9,0.15000000000000002,3,16,16,41,0.9268968456947995
10007,DualImputer,True,gini,8,0.1,1,9,8,41,0.9239343563512362
10008,DualImputer,False,entropy,NoneType,0.1,8,10,32,41,0.9327365728900257
10009,DualImputer,True,entropy,10,0.3,5,2,8,41,0.9327365728900254
10010,"['DualImputer', 'OneHotEncoder']",True,gini,10,0.05,3,7,64,41,0.9224850809889172
10011,DualImputer,False,gini,11,0.1,6,19,16,41,0.9151960784313726
10012,"['DualImputer', 'OneHotEncoder']",True,entropy,NoneType,0.1,2,14,8,41,0.916624040920716
10013,DualImputer,True,entropy,NoneType,0.1,3,3,8,41,0.9195652173913043
10014,"['DualImputer', 'PCA']",False,entropy,12,0.1,8,17,16,41,0.9195865302642796
10015,DualImputer,True,entropy,10,0.05,1,6,16,41,0.9225277067348678
10016,"['DualImputer', 'PCA']",True,entropy,9,0.05,6,10,64,41,0.90347399829497
10017,DualImputer,True,entropy,12,0.4,7,8,128,41,0.915153452685422
10018,"['DualImputer', 'PCA']",True,gini,8,0.05,1,15,256,41,0.9313086104006819
10019,"['DualImputer', 'OneHotEncoder']",False,gini,10,0.1,4,6,8,41,0.9283248081841432
10020,DualImputer,False,gini,12,0.35000000000000003,9,6,32,41,0.934164535379369
10021,DualImputer,False,entropy,10,0.45,9,9,512,41,0.925383631713555
10022,"['DualImputer', 'PCA']",False,gini,NoneType,0.15000000000000002,4,14,64,41,0.9371057118499573
10023,DualImputer,False,entropy,NoneType,0.1,6,17,32,41,0.9400682011935209
10024,DualImputer,False,gini,11,0.1,6,17,512,41,0.9342071611253197
10025,DualImputer,False,gini,12,0.4,9,5,8,41,0.9268329070758738
10026,DualImputer,True,entropy,8,0.4,20,3,16,41,0.7863810741687979
10027,"['DualImputer', 'PCA']",True,entropy,10,0.35000000000000003,19,7,8,41,0.8229539641943735
10028,DualImputer,True,gini,8,0.15000000000000002,13,11,8,41,0.8096547314578005
10029,"['DualImputer', 'OneHotEncoder']",True,entropy,10,0.1,17,3,64,41,0.8289002557544757
10030,"['DualImputer', 'PCA']",False,gini,NoneType,0.45,13,20,8,41,0.875618073316283
10031,DualImputer,False,gini,NoneType,0.4,6,3,16,41,0.9326726342710998
10032,DualImputer,True,entropy,12,0.1,20,18,64,41,0.7336530264279625
10033,"['DualImputer', 'PCA']",True,gini,10,0.3,9,20,8,41,0.877003410059676
10034,"['DualImputer', 'PCA']",False,entropy,9,0.15000000000000002,11,18,512,41,0.9312659846547314
10035,DualImputer,True,entropy,12,0.1,4,7,32,41,0.9254049445865302
10036,"['DualImputer', 'OneHotEncoder']",True,gini,10,0.15000000000000002,19,4,32,41,0.8112318840579709
10037,"['DualImputer', 'OneHotEncoder']",False,gini,8,0.1,17,12,8,41,0.8697357203751068
10038,"['DualImputer', 'OneHotEncoder']",True,entropy,9,0.35000000000000003,12,8,16,41,0.8755115089514065
10039,"['DualImputer', 'PCA']",True,entropy,10,0.1,10,18,512,41,0.9239343563512362
10040,DualImputer,False,entropy,8,0.05,10,4,512,41,0.8537510656436487
10041,"['DualImputer', 'OneHotEncoder']",False,entropy,8,0.3,18,18,128,41,0.8814791133844843
10042,"['DualImputer', 'PCA']",False,gini,8,0.3,5,16,32,41,0.9356564364876384
10043,"['DualImputer', 'PCA']",False,entropy,9,0.15000000000000002,15,14,8,41,0.88000852514919
10044,"['DualImputer', 'PCA']",True,entropy,12,0.15000000000000002,20,12,8,41,0.738000852514919
10045,DualImputer,False,gini,11,0.05,18,3,512,41,0.8171994884910486
10046,"['DualImputer', 'OneHotEncoder']",False,gini,8,0.45,16,11,32,41,0.8932011935208866
10047,"['DualImputer', 'PCA']",False,gini,11,0.4,11,5,256,41,0.925383631713555
10048,DualImputer,True,gini,11,0.25,4,14,128,41,0.9400468883205455
10049,"['DualImputer', 'OneHotEncoder']",False,gini,NoneType,0.3,8,7,128,41,0.9254049445865302
10050,"['DualImputer', 'OneHotEncoder']",True,gini,10,0.45,6,11,256,41,0.9239556692242112
10051,"['DualImputer', 'PCA']",False,entropy,NoneType,0.05,17,15,16,41,0.8128090366581416
10052,"['DualImputer', 'PCA']",False,entropy,NoneType,0.1,15,17,8,41,0.856628303495311
10053,DualImputer,False,entropy,12,0.05,17,19,8,41,0.6487851662404092
10054,"['DualImputer', 'OneHotEncoder']",True,entropy,10,0.25,15,10,256,41,0.8668371696504688
10055,"['DualImputer', 'OneHotEncoder']",True,gini,11,0.45,16,14,512,41,0.8741901108269395
10056,"['DualImputer', 'OneHotEncoder']",False,entropy,10,0.45,14,8,256,41,0.9020460358056266
10057,"['DualImputer', 'PCA']",True,entropy,11,0.1,7,14,128,41,0.9342284739982949
10058,"['DualImputer', 'OneHotEncoder']",False,entropy,8,0.15000000000000002,10,19,512,41,0.9020460358056267
10059,"['DualImputer', 'PCA']",True,entropy,12,0.05,18,11,256,41,0.7951832907075873
10060,"['DualImputer', 'PCA']",False,entropy,8,0.15000000000000002,13,20,64,41,0.9165601023017903
10061,DualImputer,False,entropy,9,0.2,15,6,128,41,0.9034953111679453
10062,DualImputer,False,gini,12,0.45,8,19,8,41,0.9297527706734868
10063,"['DualImputer', 'PCA']",False,gini,8,0.35000000000000003,4,12,256,41,0.9371057118499573
10064,DualImputer,False,entropy,12,0.15000000000000002,15,2,8,41,0.8550724637681159
10065,DualImputer,False,entropy,12,0.2,20,2,128,41,0.8668797953964195
10066,"['DualImputer', 'OneHotEncoder']",False,gini,10,0.3,5,5,256,41,0.9283248081841432
10067,"['DualImputer', 'PCA']",False,gini,9,0.35000000000000003,4,15,512,41,0.9327152600170503
10068,"['DualImputer', 'OneHotEncoder']",True,entropy,NoneType,0.05,12,6,256,41,0.8463981244671782
10069,DualImputer,False,entropy,8,0.4,17,19,8,41,0.8799445865302642
10070,"['DualImputer', 'OneHotEncoder']",True,entropy,11,0.2,20,20,16,41,0.7879795396419437
10071,"['DualImputer', 'PCA']",False,entropy,NoneType,0.05,1,8,512,41,0.9386402387041771
10072,"['DualImputer', 'PCA']",False,entropy,9,0.25,15,13,64,41,0.9136828644501278
10073,"['DualImputer', 'OneHotEncoder']",True,entropy,9,0.1,20,12,16,41,0.7760656436487638
10074,DualImputer,True,gini,10,0.15000000000000002,17,17,64,41,0.7849317988064791
10075,DualImputer,False,entropy,8,0.15000000000000002,20,2,512,41,0.8639386189258312
10076,"['DualImputer', 'PCA']",True,gini,8,0.45,17,7,512,41,0.8610187553282183
10077,PCA,False,gini,12,0.1,5,17,64,45,0.8695924764890283
10078,OneHotEncoder,False,entropy,NoneType,0.05,17,10,256,45,0.9626959247648902
10079,OneHotEncoder,True,entropy,10,0.45,9,15,256,45,0.95423197492163
10080,PCA,True,gini,12,0.05,15,11,512,45,0.7974921630094044
10081,PCA,False,gini,10,0.2,3,9,128,45,0.8865203761755487
10082,DualImputer,False,gini,8,0.1,12,4,16,41,0.8653878942881501
10083,PCA,False,gini,9,0.05,20,4,256,45,0.7802507836990596
10084,"['DualImputer', 'OneHotEncoder']",False,entropy,NoneType,0.1,3,3,512,41,0.9371696504688831
10085,NoneType,False,gini,NoneType,0.4,16,10,512,45,0.9489028213166144
10086,OneHotEncoder,False,entropy,11,0.45,16,4,64,45,0.9517241379310345
10087,NoneType,True,gini,NoneType,0.15000000000000002,19,5,64,45,0.9442006269592478
10088,NoneType,False,entropy,9,0.3,5,6,128,45,0.9557993730407522
10089,OneHotEncoder,True,entropy,9,0.05,18,15,64,45,0.9526645768025077
10090,OneHotEncoder,True,entropy,NoneType,0.4,17,10,512,45,0.9520376175548589
10091,OneHotEncoder,False,gini,10,0.2,19,7,64,45,0.9548589341692789
10092,OneHotEncoder,False,entropy,12,0.25,4,9,512,45,0.9608150470219435
10093,OneHotEncoder,False,gini,11,0.05,12,16,512,45,0.9658307210031349
10094,OneHotEncoder,False,gini,8,0.05,20,2,16,45,0.9373040752351098
10095,PCA,False,entropy,8,0.25,3,2,256,45,0.8899686520376175
10096,OneHotEncoder,True,gini,11,0.05,13,13,32,45,0.95141065830721
10097,OneHotEncoder,True,entropy,8,0.05,11,2,256,45,0.9592476489028213
10098,NoneType,False,gini,10,0.15000000000000002,9,13,512,45,0.9557993730407522
10099,OneHotEncoder,False,entropy,NoneType,0.1,20,20,512,45,0.9592476489028214
10100,NoneType,False,gini,NoneType,0.1,20,8,512,45,0.9536050156739811
10101,NoneType,True,entropy,8,0.05,14,2,128,45,0.9316614420062697
10102,OneHotEncoder,False,entropy,8,0.1,12,10,512,45,0.9579937304075233
10103,OneHotEncoder,True,entropy,10,0.15000000000000002,5,5,256,45,0.9608150470219435
10104,OneHotEncoder,True,gini,11,0.05,4,2,512,45,0.9670846394984327
10105,OneHotEncoder,True,gini,NoneType,0.1,20,9,512,45,0.9598746081504702
10106,NoneType,False,gini,12,0.05,17,10,256,45,0.9391849529780565
10107,OneHotEncoder,False,gini,NoneType,0.1,20,15,256,45,0.961755485893417
10108,OneHotEncoder,False,entropy,10,0.05,2,4,512,45,0.9664576802507838
10109,PCA,False,entropy,11,0.1,14,6,512,45,0.8711598746081505
10110,OneHotEncoder,False,entropy,9,0.25,20,12,128,45,0.9576802507836991
10111,OneHotEncoder,True,entropy,9,0.35000000000000003,19,20,256,45,0.9554858934169278
10112,OneHotEncoder,False,entropy,9,0.05,8,8,512,45,0.9636363636363636
10113,"['DualImputer', 'OneHotEncoder']",True,entropy,12,0.05,2,14,32,41,0.9195652173913043
10114,"['DualImputer', 'OneHotEncoder']",True,gini,11,0.05,2,6,16,41,0.9166453537936914
10115,DualImputer,True,gini,8,0.1,1,18,8,41,0.8991261722080136
10116,DualImputer,False,entropy,9,0.15000000000000002,1,12,8,41,0.9342284739982949
10117,"['DualImputer', 'PCA']",False,entropy,9,0.25,2,2,32,41,0.944458653026428
10118,"['DualImputer', 'OneHotEncoder']",True,entropy,NoneType,0.2,6,8,8,41,0.9004901960784315
10119,DualImputer,True,gini,10,0.4,3,15,512,41,0.9385976129582267
